rootcause,faulttype,injectionver,pattern,score,in,out,localizedat
order-other,abort,1015,"route,station,food,food-map,auth,order,preserve,order-other,train,config,price,travel,security,seat,","38.82,34.66,22.38,21.30,13.34,11.58,4.44,4.03,3.41,3.13,2.14,1.04,0.34,0.31,","81,82,0,60,0,48,0,29,24,23,19,77,26,21,","0,0,61,0,49,0,26,0,0,0,0,79,24,23,",8
order-other,abort,1023,"station,food,order,auth,preserve,route,food-map,verification-code,travel,order-other,train,config,seat,security,basic,ticketinfo,","13.58,8.66,5.91,5.70,5.65,3.50,2.81,2.37,2.11,1.48,1.40,1.17,0.82,0.30,0.25,0.12,","39,0,27,0,0,19,17,27,26,14,12,11,5,21,9,10,","0,31,0,27,21,0,0,0,19,0,0,0,12,22,11,9,",10
order-other,cpu,1012,"station,route,order,food,train,cancel,order-other,food-map,basic,travel,seat,config,preserve,user,ticketinfo,","188.52,59.65,55.89,23.93,23.11,21.11,17.80,14.31,12.21,11.87,10.57,8.50,6.11,3.05,0.24,","381,196,226,28,122,0,77,96,121,176,85,74,0,30,120,","0,0,0,127,0,120,140,0,167,205,131,0,57,0,121,",7
order-other,cpu,1016,"station,order-other,order,route,cancel,food,train,food-map,travel,seat,basic,ticketinfo,","141.53,46.33,32.02,25.23,19.30,14.29,9.11,6.09,4.82,3.35,2.42,0.33,","310,38,164,114,0,15,68,56,107,47,72,70,","0,171,0,0,102,87,0,0,123,70,86,72,",2
order-other,delay,1010,"route,station,order,auth,cancel,food,food-map,train,config,price,user,travel,seat,ticketinfo,","20.16,15.68,15.62,9.42,9.17,7.86,7.75,3.90,3.39,2.91,1.89,1.31,0.19,0.18,","50,54,57,0,0,7,31,22,20,19,9,48,22,21,","0,0,0,35,34,32,0,0,0,0,0,51,23,22,",-1
order-other,delay,1014,"station,order,route,cancel,food,auth,food-map,verification-code,travel,train,config,seat,inside-payment,basic,user,","31.92,26.63,23.43,15.27,14.29,12.90,10.28,7.33,6.87,6.32,2.67,2.60,2.36,2.29,1.46,","106,107,77,0,9,0,51,60,71,40,26,28,26,44,10,","0,0,0,63,61,60,0,0,87,0,0,42,0,54,0,",-1
order-other+assurance,cpu,1021,"station,order-other,route,travel,train,price,food,food-map,basic,seat,ticketinfo,","169.35,60.24,35.84,27.29,13.20,6.29,6.04,5.30,5.29,4.73,1.65,","301,12,117,39,71,49,18,45,76,42,69,","0,171,0,117,0,0,51,0,96,0,76,",-1
payment,abort,1015,"station,route,food,food-map,travel,auth,train,order,verification-code,price,order-other,config,ticketinfo,security,basic,seat,","51.76,37.24,16.41,12.70,9.93,7.40,5.17,4.49,3.98,3.31,2.51,2.07,1.70,1.38,0.53,0.38,","102,80,13,47,61,0,30,32,37,24,20,19,36,6,28,26,","0,0,56,0,79,37,0,0,0,0,30,0,28,18,31,28,",-1
payment,cpu,1014,"station,route,food,order,train,food-map,basic,cancel,travel,seat,order-other,config,auth,verification-code,ticketinfo,","136.61,34.34,26.48,21.64,19.79,16.15,9.93,7.91,7.54,7.09,6.45,5.72,4.34,3.35,1.51,","265,122,18,125,93,84,83,0,122,54,48,49,0,45,89,","0,0,111,0,0,0,118,60,140,85,80,0,45,0,83,",-1
payment,cpu,1016,"station,order-other,route,order,cancel,food,food-map,train,auth,user,verification-code,seat,ticketinfo,basic,","63.18,18.83,13.26,10.29,7.71,6.72,5.29,3.20,3.05,2.08,2.01,0.86,0.40,0.27,","147,28,57,74,0,13,36,28,0,16,28,23,33,30,","0,89,0,0,44,41,0,0,28,0,0,30,30,32,",-1
payment,delay,1010,"station,route,order-other,food,order,food-map,cancel,auth,train,verification-code,travel,price,user,basic,ticketinfo,seat,","72.44,20.98,17.38,13.33,12.47,10.24,7.94,5.49,4.29,3.53,3.35,2.64,1.13,0.14,0.13,0.13,","159,73,24,9,74,51,0,0,33,38,82,26,10,32,31,31,","0,0,77,59,0,0,45,38,0,0,72,0,0,33,32,32,",-1
payment,delay,1014,"station,order-other,route,food,order,food-map,cancel,travel,auth,train,verification-code,seat,basic,ticketinfo,","111.76,26.43,22.64,17.26,11.71,9.44,8.39,8.30,6.02,5.66,4.45,2.00,1.28,1.05,","242,28,96,19,96,62,0,81,0,48,51,28,53,46,","0,126,0,86,0,0,59,107,51,0,0,44,61,53,",-1
payment,delay,1025,"station,order-other,route,train,order,price,config,seat,cancel,food,ticketinfo,travel,basic,","106.09,40.88,27.67,13.60,12.61,12.20,6.78,5.28,4.24,3.76,2.33,1.02,0.42,","236,32,97,68,92,64,48,42,0,10,59,88,70,","0,140,0,0,0,0,0,68,40,37,70,91,72,",-1
preserve,abort,1011,"station,food,route,order-other,food-map,auth,verification-code,travel,order,","67.50,16.61,16.49,16.22,15.92,6.81,4.15,3.11,1.83,","134,0,57,10,56,0,37,66,27,","0,57,0,70,0,37,0,57,0,",-1
preserve,abort,1015,"station,food,route,food-map,auth,order-other,verification-code,order,train,travel,basic,ticketinfo,","76.26,37.37,30.67,26.56,9.24,7.87,5.29,2.97,2.95,0.84,0.45,0.21,","165,4,93,87,0,28,53,36,29,91,28,26,","0,105,0,0,53,62,0,0,0,93,32,28,",-1
preserve,cpu,1012,"station,route,food,order-other,order,train,food-map,travel,cancel,auth,verification-code,basic,seat,ticketinfo,","124.47,32.11,21.06,20.11,16.63,10.13,10.12,7.33,7.30,6.37,4.56,3.91,2.47,0.72,","259,117,17,38,110,66,64,105,0,0,54,61,50,65,","0,0,97,112,0,0,0,125,58,54,0,81,64,61,",-1
preserve,cpu,1016,"station,route,order,train,order-other,travel,food,basic,price,food-map,cancel,config,seat,ticketinfo,","153.41,45.77,21.04,19.92,19.26,16.26,13.77,8.08,7.17,6.92,6.75,6.44,6.06,0.98,","291,144,129,95,43,107,22,90,57,55,0,54,60,94,","0,0,0,0,118,148,82,120,0,0,57,0,88,90,",-1
preserve,delay,1025,"station,route,order,cancel,train,food,food-map,travel,config,price,ticketinfo,seat,preserve,basic,user,order-other,","119.92,93.12,50.82,31.75,30.99,28.60,19.65,14.77,11.57,11.30,8.59,7.00,5.88,3.92,3.67,0.12,","322,234,235,0,135,30,107,197,82,81,135,89,0,162,32,51,","0,0,0,144,0,133,0,226,0,0,162,118,56,174,0,50,",13
price,abort,1015,"auth,route,verification-code,station,price,travel,train,travel-plan,ticketinfo,basic,route-plan,","33.98,11.01,9.32,8.43,5.20,5.12,4.30,2.89,0.33,0.31,0.21,","0,32,58,28,22,17,20,0,29,28,16,","58,0,0,0,0,31,0,16,28,29,17,",5
price,abort,1024,"station,route,auth,train,travel,price,ticketinfo,verification-code,travel-plan,basic,route-plan,","22.50,15.21,15.09,9.34,9.00,6.94,6.11,5.65,2.00,1.67,1.20,","45,37,0,29,16,25,32,40,0,43,10,","0,0,40,0,34,0,43,0,10,46,16,",6
price,cpu,1014,"station,route,train,food,order,travel,order-other,food-map,price,config,seat,cancel,auth,basic,preserve,verification-code,ticketinfo,","129.77,45.81,21.40,20.16,18.22,11.93,10.31,9.22,7.22,6.48,6.33,5.50,5.45,4.29,4.16,4.06,3.49,","271,145,99,19,122,127,44,65,57,54,59,0,0,107,0,51,94,","0,0,0,98,0,155,93,0,0,0,88,51,51,122,39,0,107,",9
price,cpu,1016,"station,order-other,route,order,train,price,cancel,config,food,food-map,user,seat,travel,basic,","102.33,36.99,18.83,15.81,8.83,6.69,5.82,5.10,4.73,4.33,2.32,0.88,0.86,0.35,","199,42,73,89,50,43,0,38,15,35,20,42,73,48,","0,124,0,0,0,0,41,0,39,0,0,47,70,50,",6
price,delay,1014,"station,route,food,order-other,food-map,order,auth,cancel,verification-code,train,basic,seat,travel,ticketinfo,","53.24,12.13,11.35,8.18,7.91,7.73,5.45,4.11,3.53,3.27,2.44,1.08,0.98,0.54,","121,52,7,15,42,56,0,0,36,27,24,16,48,28,","0,0,52,54,0,0,36,31,0,0,38,24,51,24,",-1
price,delay,1025,"route,station,food,food-map,order,cancel,train,travel,price,auth,verification-code,order-other,ticketinfo,","33.40,25.08,15.59,11.69,7.93,6.23,5.99,5.67,3.50,2.62,1.89,0.97,0.17,","80,90,8,47,58,0,34,65,26,0,23,18,31,","0,0,55,0,0,36,0,76,0,23,0,25,30,",9
price+admin-order,cpu,1021,"route,station,travel,train,food,order,food-map,auth,price,verification-code,seat,cancel,preserve,ticketinfo,basic,","71.75,52.32,48.57,21.50,17.60,15.95,9.93,6.85,4.84,4.55,4.33,4.04,3.22,2.66,1.75,","142,138,73,78,12,83,53,0,37,46,51,0,0,76,84,","0,0,152,0,69,0,0,46,0,0,33,35,26,84,89,",-1
route,abort,1024,"station,auth,travel,basic,route,verification-code,travel-plan,ticketinfo,route-plan,","20.32,10.27,7.54,6.53,6.33,5.26,2.37,2.07,1.10,","43,0,17,32,24,33,0,28,12,","0,33,31,43,0,0,12,32,17,",5
route,cpu,1014,"station,route,order,food,train,auth,food-map,cancel,travel,order-other,verification-code,seat,config,basic,ticketinfo,","66.07,21.30,15.21,10.37,7.53,7.25,6.34,6.04,5.37,4.53,4.42,3.00,2.82,2.10,1.37,","136,71,82,9,42,0,39,0,63,22,44,31,26,45,51,","0,0,0,51,0,44,0,39,77,46,0,46,0,54,45,",2
route,cpu,1016,"station,order-other,route,food,order,food-map,cancel,auth,price,train,verification-code,travel,user,seat,basic,ticketinfo,","69.60,23.43,17.18,9.38,9.25,8.38,6.42,3.58,2.71,2.71,2.35,1.30,1.20,0.32,0.11,0.11,","149,15,63,11,63,44,0,0,25,25,29,67,10,22,24,25,","0,86,0,47,0,0,39,29,0,0,0,63,0,25,25,24,",3
route,delay,1014,"auth,verification-code,route,station,travel,train,order,config,seat,basic,ticketinfo,","26.38,8.17,6.54,4.38,3.07,3.04,2.28,1.95,0.92,0.81,0.54,","0,49,22,18,13,15,13,12,12,15,17,","49,0,0,0,23,0,0,0,16,18,15,",3
route-plan,abort,1011,"station,order-other,auth,route,food,food-map,verification-code,travel-plan,route-plan,order,cancel,travel,","65.02,26.55,11.76,11.16,10.94,9.62,5.84,4.61,4.61,3.96,3.41,0.23,","153,3,0,56,2,52,58,0,36,40,0,57,","0,89,58,0,55,0,0,36,0,0,31,56,",9
route-plan,abort,1015,"station,order-other,auth,verification-code,route,food,order,food-map,cancel,","64.20,24.75,24.19,11.34,7.41,6.06,4.73,3.96,3.89,","175,9,0,98,52,4,55,38,0,","0,108,98,0,0,46,0,0,38,",-1
seat,abort,1011,"auth,verification-code,route,station,seat,train,price,order,travel,basic,ticketinfo,","68.78,15.78,7.14,7.14,6.67,6.67,5.79,5.37,5.24,0.95,0.95,","0,96,30,30,29,29,27,26,8,26,30,","96,0,0,0,0,0,0,0,30,30,26,",5
seat,abort,1015,"auth,route,station,train,price,verification-code,seat,order,travel,travel-plan,ticketinfo,route-plan,","45.61,17.06,14.91,12.90,11.95,11.23,10.45,10.45,7.52,3.55,0.76,0.18,","0,46,43,40,38,77,36,36,21,0,41,20,","77,0,0,0,0,0,0,0,41,20,43,21,",7
seat,abort,1024,"route,ticketinfo,travel,order,seat,station,auth,basic,verification-code,travel-plan,price,route-plan,train,","20.43,15.88,14.36,12.55,10.09,9.33,7.67,7.37,3.21,2.87,1.81,0.81,0.73,","37,34,9,29,26,25,0,6,27,0,11,12,7,","0,6,35,0,0,0,27,25,0,12,0,9,0,",5
seat,cpu,1014,"station,route,order,auth,food,train,verification-code,food-map,config,order-other,seat,travel,preserve,ticketinfo,basic,","80.01,32.08,19.68,16.30,15.48,13.29,11.22,8.83,7.55,5.67,3.97,3.32,3.11,2.61,1.29,","178,101,99,0,12,65,73,53,49,24,57,99,0,61,71,","0,0,0,73,71,0,0,0,0,53,73,107,30,71,76,",11
seat,cpu,1016,"station,route,order-other,order,food,cancel,food-map,train,config,auth,price,travel,verification-code,user,seat,ticketinfo,basic,","68.74,20.49,19.29,11.97,10.33,8.11,7.65,4.30,2.88,2.78,2.67,2.41,1.95,1.32,0.39,0.38,0.12,","154,72,23,76,12,0,44,33,27,0,26,65,27,12,29,32,29,","0,0,86,0,49,46,0,0,0,27,0,72,0,0,32,29,30,",15
seat,delay,1010,"station,route,order-other,food,order,food-map,auth,cancel,verification-code,train,config,price,travel,user,","52.93,17.60,11.36,6.06,5.79,5.52,5.37,4.81,3.27,2.29,2.06,1.85,1.61,0.65,","112,55,9,7,49,31,0,0,31,20,19,18,50,6,","0,0,58,33,0,0,31,29,0,0,0,0,55,0,",-1
seat,delay,1014,"station,route,food,food-map,auth,order-other,verification-code,travel,order,train,ticketinfo,basic,seat,","66.52,22.92,18.50,12.60,11.95,10.57,7.31,5.01,4.14,2.80,1.11,0.83,0.67,","131,71,6,53,0,3,54,61,38,25,31,23,23,","0,0,63,0,54,54,0,74,0,0,23,29,28,",13
seat,delay,1025,"station,food,travel,order,food-map,cancel,basic,order-other,seat,auth,ticketinfo,verification-code,","31.13,14.20,13.31,8.05,7.91,6.08,4.53,4.40,4.21,4.08,4.05,2.75,","79,1,47,46,37,0,28,5,0,0,3,28,","0,50,0,0,0,34,0,32,27,28,28,0,",9
security,abort,1023,"station,food,food-map,travel,route,security,preserve,auth,basic,verification-code,order-other,seat,ticketinfo,","52.25,45.52,39.04,24.20,4.07,2.92,2.11,1.80,1.33,1.05,0.88,0.65,0.12,","104,0,80,69,26,22,0,0,12,19,5,9,13,","0,89,0,20,0,0,20,19,22,0,14,15,12,",6
security,cpu,1012,"station,route,order,train,food,order-other,food-map,basic,travel,seat,config,price,cancel,preserve,security,ticketinfo,","204.64,53.23,38.23,22.92,21.50,18.71,12.78,10.59,10.13,9.41,8.57,8.32,8.26,7.74,4.59,2.17,","375,174,185,114,34,68,85,129,164,77,70,69,0,0,14,121,","0,0,0,0,117,135,0,164,187,116,0,0,70,59,57,129,",15
security,cpu,1016,"station,route,order-other,food,order,food-map,train,cancel,travel,basic,config,seat,ticketinfo,","147.78,34.67,23.00,21.70,16.38,13.87,11.12,8.27,5.58,4.81,4.71,4.56,1.72,","300,129,45,20,117,81,72,0,112,81,47,47,72,","0,0,131,104,0,0,0,64,127,102,0,73,81,",-1
security,delay,1010,"station,route,food,order-other,order,food-map,cancel,auth,train,verification-code,travel,basic,seat,ticketinfo,","101.98,29.98,25.33,18.87,15.24,12.78,9.21,5.26,5.21,3.77,1.90,1.59,0.80,0.16,","224,108,10,32,103,70,0,0,45,46,103,50,39,51,","0,0,98,105,0,0,61,46,0,0,108,60,45,50,",-1
security,delay,1014,"station,order-other,route,food,order,food-map,cancel,train,travel,auth,verification-code,basic,seat,ticketinfo,","104.31,24.90,24.82,14.46,14.33,9.93,8.20,8.10,5.80,4.98,3.44,1.19,0.75,0.33,","227,25,98,18,102,62,0,56,87,0,45,55,43,53,","0,121,0,76,0,0,58,0,104,45,0,62,48,55,",-1
security,delay,1025,"station,order,travel,basic,seat,config,ticketinfo,order-other,auth,preserve,cancel,verification-code,route,travel2,","87.00,84.72,74.44,67.91,55.17,43.88,34.93,25.95,18.33,14.63,14.36,12.67,8.19,1.92,","260,308,225,217,99,173,114,97,0,0,0,116,75,67,","0,0,2,2,248,0,217,183,116,96,104,0,0,82,",-1
station,abort,1011,"station,auth,travel,verification-code,basic,travel-plan,ticketinfo,route-plan,","11.57,10.89,8.72,3.75,2.16,1.71,1.57,0.21,","27,0,10,28,31,0,28,9,","0,28,28,0,27,9,31,10,",1
station,abort,1015,"station,auth,travel,travel-plan,verification-code,ticketinfo,route-plan,","18.97,12.01,8.86,5.96,4.35,1.08,0.85,","36,0,18,0,31,34,21,","0,31,34,21,0,36,18,",1
station,abort,1023,"auth,verification-code,station,ticketinfo,basic,route-plan,travel,travel-plan,","67.53,30.25,19.28,17.46,7.05,4.96,2.94,2.13,","0,132,69,49,88,16,41,0,","132,0,0,88,69,41,49,16,",3
station,cpu,1012,"auth,station,route,verification-code,seat,order,train,config,ticketinfo,food,basic,food-map,travel,","20.68,18.58,8.41,7.57,4.45,3.68,2.70,1.58,1.57,1.32,1.20,1.13,0.41,","0,45,30,54,10,20,17,13,22,1,28,11,36,","54,0,0,0,27,0,0,0,28,12,32,0,35,",2
station,cpu,1016,"station,auth,verification-code,route,order-other,order,train,food,food-map,config,travel,basic,seat,ticketinfo,","42.57,20.78,9.78,8.84,7.71,7.31,4.33,3.87,3.45,2.44,0.83,0.69,0.60,0.16,","95,0,62,40,7,41,28,7,25,21,37,27,23,26,","0,62,0,0,39,0,0,27,0,0,40,31,27,27,",1
station,delay,1025,"auth,station,route,train,verification-code,price,travel,order,ticketinfo,seat,basic,","33.45,17.96,14.34,12.36,11.84,9.96,9.72,5.08,2.03,1.71,0.39,","0,47,42,38,72,35,20,25,43,25,48,","72,0,0,0,0,0,46,0,48,31,47,",2
station+basic,delay,1021,"station,travel,route,auth,train,order,verification-code,price,config,ticketinfo,seat,","15.91,12.00,10.92,9.06,8.12,5.19,3.56,2.55,2.55,1.60,1.49,","35,19,29,0,25,20,32,14,14,32,16,","0,41,0,32,0,0,0,0,0,35,21,",-1
ticketinfo,abort,1011,"auth,ticketinfo,travel,verification-code,travel-plan,route-plan,","20.75,16.62,9.11,6.03,4.15,0.46,","0,36,16,41,0,18,","41,0,36,0,18,16,",2
ticketinfo,abort,1024,"ticketinfo,travel,travel-plan,route-plan,","119.01,88.86,25.45,12.21,","134,30,0,59,","0,134,59,30,",1
ticketinfo,cpu,1014,"station,route,food,food-map,train,order-other,order,travel,auth,verification-code,seat,preserve,basic,","83.11,25.00,16.85,8.49,7.74,7.20,6.49,5.36,5.23,3.31,2.57,2.12,0.68,","152,75,6,44,42,17,53,74,0,36,23,0,49,","0,0,62,0,0,51,0,85,36,0,38,21,52,",-1
ticketinfo,cpu,1016,"station,route,order-other,food,auth,food-map,order,travel,verification-code,cancel,train,seat,ticketinfo,","60.10,15.55,13.09,9.36,6.73,6.55,6.17,4.48,3.76,2.61,2.10,0.48,0.13,","125,57,10,2,0,37,49,47,39,0,21,18,27,","0,0,62,42,39,0,0,60,0,24,0,22,28,",13
ticketinfo,delay,1010,"auth,verification-code,station,route,travel,order,train,price,seat,ticketinfo,basic,","38.90,13.46,10.51,8.74,6.68,6.15,5.24,1.65,1.05,0.67,0.34,","0,73,34,31,14,26,24,13,14,34,36,","73,0,0,0,35,0,0,0,19,36,35,",10
ticketinfo,delay,1025,"auth,verification-code,station,route,train,travel,order,seat,ticketinfo,basic,","75.17,25.62,7.75,6.48,4.96,4.30,1.83,1.03,0.46,0.22,","0,122,35,32,28,13,17,15,32,34,","122,0,0,0,0,33,0,21,34,35,",9
train,abort,1011,"auth,station,verification-code,route,train,travel,travel-plan,ticketinfo,basic,route-plan,","54.74,16.67,15.39,15.36,12.04,10.54,2.80,1.49,1.49,0.15,","0,50,93,48,42,19,0,50,54,20,","93,0,0,0,0,50,20,54,50,19,",5
train,abort,1015,"auth,station,route,train,verification-code,travel,travel-plan,basic,route-plan,","33.64,14.77,11.89,10.57,9.68,6.52,6.29,0.80,0.27,","0,39,35,33,60,23,0,37,24,","60,0,0,0,0,39,24,39,23,",4
train,cpu,1012,"station,route,train,order,food,seat,config,order-other,food-map,basic,auth,preserve,travel,verification-code,security,","150.66,47.17,27.47,20.61,18.99,11.15,10.75,10.25,9.92,9.44,6.06,5.75,4.89,4.52,2.19,","256,133,101,110,23,68,63,44,61,86,0,0,132,49,15,","0,0,0,0,88,106,0,82,0,116,49,44,142,0,35,",3
train,cpu,1016,"station,route,order,train,food,order-other,cancel,config,seat,food-map,auth,travel,basic,preserve,user,verification-code,ticketinfo,","83.15,31.62,19.83,17.61,10.41,8.67,6.63,5.67,5.39,4.54,3.77,3.69,3.40,3.30,2.74,2.69,1.29,","181,99,105,74,20,34,0,42,49,37,0,92,64,0,24,36,69,","0,0,0,0,59,70,47,0,71,0,36,101,77,31,0,0,64,",4
train,delay,1010,"station,route,food,order-other,food-map,auth,train,order,verification-code,config,basic,travel,seat,ticketinfo,","66.00,22.56,12.21,8.88,8.08,7.81,6.72,5.02,4.25,2.74,1.15,0.89,0.75,0.73,","120,65,4,6,39,0,36,35,42,23,30,67,28,34,","0,0,49,44,0,42,0,0,0,0,36,69,32,30,",7
train,delay,1025,"station,food,food-map,route,travel,train,seat,config,order,auth,ticketinfo,price,verification-code,basic,","66.62,41.31,29.75,23.58,19.40,13.14,10.09,9.36,8.89,6.12,5.84,4.53,3.16,0.57,","138,0,82,73,114,54,19,46,54,0,41,32,42,61,","0,98,0,0,82,0,57,0,0,42,61,0,0,63,",6
train+order,delay,1021,"station,route,train,travel,order,config,price,basic,auth,seat,ticketinfo,verification-code,","22.86,22.86,19.56,13.71,11.20,6.30,5.71,3.69,3.24,2.79,2.46,1.38,","40,40,37,25,28,21,20,35,0,28,39,18,","0,0,0,45,0,0,0,41,18,33,35,0,",-1
travel,abort,1011,"auth,verification-code,travel-plan,travel,route-plan,","29.35,6.75,4.46,2.02,1.13,","0,43,0,12,16,","43,0,16,0,12,",4
travel,abort,1015,"auth,travel-plan,travel,verification-code,route-plan,","18.06,9.43,8.77,4.76,1.78,","0,0,26,34,22,","34,22,0,0,26,",3
travel,cpu,1014,"station,auth,route,food,food-map,verification-code,order-other,travel,order,basic,","39.76,15.94,13.55,13.38,8.97,8.27,7.05,4.06,2.81,0.42,","95,0,51,5,41,58,3,39,30,16,","0,58,0,50,0,0,42,52,0,20,",8
travel,cpu,1016,"station,route,food,order-other,food-map,auth,order,config,train,price,travel,seat,","60.75,19.39,9.04,8.73,8.31,5.13,5.03,4.67,4.33,2.83,0.40,0.17,","108,55,8,17,36,0,38,27,26,21,56,26,","0,0,38,47,0,29,0,0,0,0,55,27,",11
travel,delay,1010,"station,route,auth,food,food-map,verification-code,order,order-other,train,travel,config,seat,basic,ticketinfo,","40.36,20.69,15.21,15.19,11.24,6.84,5.61,3.09,2.81,2.81,2.06,0.76,0.15,0.15,","85,57,0,4,42,51,33,2,21,50,18,19,23,22,","0,0,51,49,0,0,0,23,0,57,0,24,24,23,",10
travel,delay,1014,"station,auth,food,route,food-map,verification-code,order-other,order,cancel,travel,","28.78,11.36,8.86,7.88,7.39,5.25,5.02,2.30,1.72,0.61,","67,0,2,32,31,41,1,20,0,32,","0,41,34,0,0,0,28,0,15,34,",10
travel,delay,1025,"station,travel,order,order-other,ticketinfo,seat,config,auth,price,train,route,verification-code,cancel,food,basic,","33.55,9.20,8.40,7.88,6.76,5.59,4.72,4.37,4.15,3.61,3.28,2.19,1.98,0.72,0.27,","79,33,42,6,8,9,24,0,22,21,20,25,0,5,33,","0,0,0,36,33,31,0,25,0,0,0,0,16,11,32,",2
travel-plan,abort,1015,"station,order-other,auth,route,verification-code,food,food-map,travel,order,cancel,","80.97,33.01,25.00,14.19,13.19,10.64,7.84,6.02,5.73,5.33,","205,14,0,74,100,7,55,55,65,0,","0,133,100,0,0,62,0,80,0,46,",-1
travel-plan,cpu,1012,"station,order,route,train,food,order-other,cancel,seat,basic,travel,config,food-map,preserve,","104.41,23.59,23.25,17.05,10.00,9.76,8.31,7.73,6.48,6.01,5.57,4.87,4.72,","217,122,94,80,16,35,0,49,82,104,46,43,0,","0,0,0,0,64,79,58,82,104,118,0,0,39,",-1
user,abort,1011,"station,food,food-map,route,order-other,cancel,order,auth,verification-code,travel,","73.55,21.90,17.38,16.90,14.43,9.79,7.94,4.70,3.05,1.24,","168,5,71,70,21,0,69,0,38,66,","0,80,0,0,85,54,0,38,0,70,",-1
user,abort,1015,"station,order-other,order,route,cancel,food,food-map,train,travel,ticketinfo,user,","62.02,26.97,17.25,13.10,12.30,7.19,6.45,2.83,0.83,0.79,0.73,","145,27,80,57,0,8,40,26,51,27,7,","0,89,0,0,56,43,0,0,54,20,0,",11
user,abort,1023,"route,food,order,travel,station,basic,food-map,train,config,seat,cancel,order-other,preserve,travel2,","120.00,45.12,37.31,36.83,32.65,32.61,28.87,25.62,16.61,11.42,6.04,3.94,3.91,1.11,","211,12,149,157,114,110,103,97,78,74,0,46,0,27,","0,127,0,214,0,0,0,0,0,109,50,7,31,37,",-1
user,cpu,1012,"station,route,order,train,food,order-other,food-map,basic,cancel,travel,seat,config,preserve,user,ticketinfo,","180.30,47.56,33.13,23.43,21.63,17.50,12.34,11.88,9.85,8.22,7.49,6.17,5.92,3.36,0.55,","346,160,172,113,35,51,81,120,0,149,79,58,0,33,122,","0,0,0,0,114,122,0,159,75,169,109,0,52,0,120,",14
user,cpu,1016,"station,order-other,route,order,food,cancel,travel,food-map,train,auth,verification-code,basic,seat,ticketinfo,","137.16,28.18,27.30,20.62,20.50,13.62,11.32,9.10,7.83,6.07,4.51,3.00,1.62,0.70,","299,35,118,137,10,0,104,69,64,0,58,71,49,67,","0,146,0,0,103,86,136,0,0,58,0,87,60,71,",-1
user,delay,1010,"station,route,food,order-other,food-map,order,cancel,auth,travel,verification-code,train,user,basic,seat,ticketinfo,","85.17,25.00,17.47,16.86,14.57,13.40,10.99,7.85,6.10,5.20,4.86,1.58,1.30,0.83,0.26,","200,93,15,25,71,96,0,0,72,53,41,15,40,27,38,","0,0,79,93,0,0,63,53,91,0,0,0,49,34,40,",12
user,delay,1014,"station,order-other,food,food-map,route,travel,order,cancel,auth,verification-code,user,","57.07,13.75,12.20,11.82,10.82,4.28,4.20,3.73,3.43,2.06,0.96,","118,10,5,46,44,56,41,0,0,25,9,","0,65,47,0,0,43,0,26,25,0,0,",11
user,delay,1025,"station,food,travel,food-map,route,train,order,seat,config,price,ticketinfo,basic,cancel,","142.43,86.48,78.87,73.66,46.27,30.17,27.89,24.63,23.10,17.69,16.40,8.76,7.20,","336,3,282,199,158,127,173,59,112,97,98,154,0,","0,219,149,0,0,0,0,147,0,0,154,180,64,",-1
user+verification-code,cpu,1021,"station,route,travel,train,price,order-other,seat,order,ticketinfo,auth,verification-code,preserve,basic,","87.64,68.45,60.13,28.20,18.05,14.14,14.03,11.50,7.01,6.69,5.48,4.01,1.92,","187,148,17,95,76,12,67,74,89,0,47,0,108,","0,0,147,0,0,74,0,0,108,47,0,34,113,",-1
verification-code,abort,1011,"auth,route,train,station,config,order,price,seat,travel,basic,ticketinfo,","62.03,5.20,4.43,4.43,3.23,3.08,2.22,1.40,0.89,0.43,0.22,","0,26,24,24,20,20,17,19,25,26,27,","99,0,0,0,0,0,0,26,29,24,26,",-1
verification-code,abort,1015,"auth,station,train,route,order,config,price,travel,basic,seat,ticketinfo,","30.96,7.15,6.54,5.41,4.38,4.38,3.91,0.93,0.62,0.31,0.31,","0,23,22,20,18,18,17,19,21,21,22,","51,0,0,0,0,0,0,22,23,20,21,",-1
verification-code,abort,1023,"station,train,route,auth,order,config,travel,price,seat,basic,ticketinfo,","50.99,48.68,45.53,35.23,34.00,32.48,15.71,13.70,6.89,4.52,1.97,","109,106,103,0,89,86,89,56,84,100,104,","0,0,0,107,0,0,119,0,99,109,100,",-1
verification-code,cpu,1012,"station,route,order,train,food,travel,auth,food-map,verification-code,seat,cancel,order-other,config,price,basic,ticketinfo,","99.42,36.27,17.72,16.12,14.09,12.83,10.78,8.27,7.54,7.24,6.08,5.83,4.98,4.03,3.30,0.29,","218,121,112,81,11,114,0,58,68,53,0,31,45,40,95,94,","0,0,0,0,78,144,68,0,0,84,51,65,0,0,106,95,",9
verification-code,cpu,1016,"station,route,order-other,order,food,train,cancel,food-map,travel,basic,seat,ticketinfo,","141.54,32.88,30.92,19.45,16.48,13.74,11.03,9.08,7.37,2.04,1.61,1.18,","288,120,40,126,11,77,0,63,107,75,52,69,","0,0,143,0,85,0,72,0,127,85,61,75,",-1
verification-code,delay,1010,"auth,station,order,train,route,config,price,basic,travel,seat,","33.98,3.21,2.77,2.77,2.77,2.36,1.98,0.23,0.23,0.21,","0,14,13,13,13,12,11,13,12,13,","47,0,0,0,0,0,0,14,13,12,",-1
